Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Malaysia,MYS,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,96.894523797627,96.981531661434,97.0660732321152,97.1420179422796,97.2149965525313,97.2860389333655,97.3553157635016,97.4227111540385,97.4883578339003,97.5518244346184,97.6132438171196,97.6726796234952,97.7301935332944,97.7858740262041,97.8397514976645
Malaysia,MYS,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),EN.GHG.CH4.ZG.AR5,58.5533129272054,61.2465766035304,45.2578766886838,40.5963038825343,42.4725552921682,41.1618835009551,42.9316931716186,47.6369933948586,52.3480472256104,53.0402062092932,53.4567673931555,53.0965915629099,48.1248993118685,46.8654346275114,49.3803364709673
Malaysia,MYS,"Population, total",SP.POP.TOTL,27570059,28124778,28655776,29162039,29662831,30174265,30696137,31232798,31789685,32355644,32910967,33440596,33889558,34282399,34695493
Myanmar,MMR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,0.787440001964569,..,..,..,..,..,2.16652989387512,1.99249005317688,1.99976003170013,..,..,..
Myanmar,MMR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,..,..,..,14.3246002197266,13.7377004623413,..,..,..,..,..,20.3723297119141,..,..,..,..
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,3.868,0.766,..,1.356,0.767,0.407,1.476,..,..
Myanmar,MMR,"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,38.5231048021746,24.5261344055141,28.2434782608696,27.8822175330904,29.171986138975,27.9555845852384,37.6297761141324,41.1094415226647,45.4357310661148,47.3248254274019,42.4290738569754,44.464905819215,52.0572354211663,51.2989648873554,55.856200401568
Myanmar,MMR,"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,3.05436424041075,2.85855829982769,2.2295652173913,2.17782466909649,1.83120554440999,22.1092423252776,12.0317819055018,9.24323816679189,14.772569638662,12.4282687214062,12.6794372801876,14.3416815742397,14.7019438444924,13.8295615993505,..
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,26.7995371934022,1.47234311385647,7.71838195873614,5.0214601462073,1.46758322674679,5.64303883425501,4.953299184844,9.45417189526018,6.92882525816076,4.5725365531752,6.87232865662935,8.82506696804558,..,..,..
Myanmar,MMR,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,36.4,37.6,32.5,40.2,41.4,42.7,37.9,47.6,39.8,59.9,54.6,57.5,60.1,62.8,62.8
